USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
368830,99999,ILIYSKY,KZ,,,+43.483,+076.983,+0614.0,20131128,20240404
368850,99999,ISSYK,KZ,,,+43.350,+077.467,+1098.0,19590101,20240404
368890,99999,TURGEN,KZ,,,+43.383,+077.550,+0979.9,19590101,20240404
368910,99999,CILIK,KZ,,,+43.583,+078.200,+0600.0,19810101,20240404
368940,99999,MALIBAY,KZ,,,+43.483,+078.400,+0870.0,19590101,20240404
369050,99999,PODGORNOJE,KZ,,,+43.317,+079.483,+1273.0,19590101,20240404
369110,99999,TOKMAK,KG,,,+42.833,+075.283,+0817.0,19590630,20240404
369340,99999,COLPON-ATA,KG,,,+42.650,+077.100,+1645.0,19730104,20240404
369440,99999,KYZYL-SUU,KG,,,+42.350,+078.350,+1769.0,20071001,20240404
369530,99999,NARYNKOL,KZ,,,+42.733,+080.133,+1807.0,19570710,20240404
369740,99999,NARYN,KG,,,+41.433,+076.000,+2041.0,19370102,20240404
369820,99999,TIAN-SHAN',KG,,,+41.883,+078.233,+3639.0,19590101,20240404
370008,99999,DOMODEDOVO,RS,,UUDD,+55.409,+037.906,+0179.2,19990114,20240404
370010,99999,VITYAZEVO,RS,,URKA,+45.002,+037.347,+0053.0,19590101,20240404
370180,99999,TUAPSE,RS,,,+44.100,+039.033,+0095.0,19360101,20240315
370210,99999,MAJKOP,RS,,URKM,+44.617,+040.083,+0220.0,19611005,20240404
370310,99999,ARMAVIR,RS,,,+44.983,+041.117,+0159.0,19320101,20240311
370360,99999,NEVINNOMYSSK,RS,,,+44.633,+041.967,+0343.0,19480102,20240403
370540,99999,MINERALNYYE VODY,RS,,URMM,+44.225,+043.082,+0321.3,19550101,20240404
370580,99999,GEORGIEVSK,RS,,,+44.150,+043.467,+0302.0,19590101,20240403
370610,99999,BUDENNOVSK,RS,,,+44.783,+044.133,+0136.0,19480101,20240327
370750,99999,BAZHIGAN,RS,,,+44.550,+045.683,+0016.0,19590206,20240212
370850,99999,KOCUBEJ,RS,,,+44.400,+046.550,-0021.0,19590101,20240327
371070,99999,KRASNAYA POLYANA,RS,,,+43.683,+040.200,+0569.0,20090325,20240404
371260,99999,SHADZHATMAZ,RS,,,+43.733,+042.667,+2056.0,20070227,20240404
371440,99999,PROHLADNAYA,RS,,,+43.750,+044.050,+0199.9,20120926,20240325
371630,99999,KIZLJAR,RS,,,+43.833,+046.717,-0005.0,19590101,20240404
371710,99999,SOCHI,RS,,URSS,+43.450,+039.957,+0027.1,19590101,20240404
371775,99999,KOPITNARI,GG,,UGKO,+42.177,+042.483,+0068.0,20050524,20240404
371930,99999,TEBERDA,RS,,,+43.450,+041.733,+1325.0,19360101,20240327
372120,99999,NALCHIK,RS,,URMN,+43.513,+043.637,+0445.3,19480101,20240404
372180,99999,NAZRAN',RS,,,+43.150,+044.850,+0664.8,20120926,20240404
372280,99999,VLADIKAVKAZ,RS,,URMO,+43.033,+044.683,+0703.0,19320101,20240324
372350,99999,GROZNYJ,RS,,,+43.250,+045.717,+0163.0,19480101,20240323
372440,99999,GUDERMES,RS,,,+43.350,+046.117,+0075.0,19610912,20240403
372790,99999,ZUGDIDI,GG,,,+42.517,+041.883,+0118.0,19590101,20240404
372980,99999,TSAGERI,GG,,,+42.633,+042.700,+0474.0,19590101,20240404
373080,99999,AMBROLAURI,GG,,,+42.517,+043.133,+0544.0,19690218,20240404
373790,99999,POTI,GG,,,+42.133,+041.700,+0001.0,19320102,20240404
373950,99999,KUTAISI,GG,,,+42.267,+042.633,+0114.0,19361231,20240404
374030,99999,SACHKHERE,GG,,,+42.350,+043.417,+0455.0,19590101,20240404
374090,99999,MTA-SABUETI,GG,,,+42.033,+043.483,+1245.0,19590101,20240404
374630,99999,GUNIB,RS,,,+42.400,+046.967,+1399.0,19590101,20240404
374700,99999,DERBENT,RS,,,+42.067,+048.300,-0018.0,19590101,20240404
374720,99999,MAHACHKALA,RS,,,+43.000,+047.500,-0018.6,19320101,20240404
374840,99999,BATUMI,GG,,UGSB,+41.610,+041.600,+0032.0,19320101,20240404
374920,99999,BAKHMARO,GG,,,+41.850,+042.317,+1924.0,19590101,20240404
374960,99999,BATUMI,GG,,,+41.600,+041.633,+0011.0,19550101,20240404
375140,99999,AKHALTSIKHE,GG,,,+41.650,+043.000,+0989.0,19590915,20240404
375310,99999,GORI,GG,,,+41.983,+044.117,+0609.0,19590101,20240404
375410,99999,MUHRANI,GG,,UGMM,+41.933,+044.583,+0551.0,19590101,20240404
375490,99999,TBILISI / LOCHINI AIRPORT,GG,,UGGG,+41.750,+044.767,+0427.0,19590101,20240404
375491,99999,MESTIA,GG,,UGMS,+43.069,+042.754,+2700.0,20110207,20240404
375750,99999,ZAKATALA,AJ,,UBBY,+41.667,+046.650,+0490.0,19480101,20240404
376090,99999,ASHOTSK,AM,,,+41.029,+043.876,+2015.0,20060128,20240404
376180,99999,TASHIR,AM,,,+41.117,+044.283,+1509.0,19590101,20240404
376210,99999,BOLNISI,GG,,,+41.450,+044.550,+0534.0,19590101,20240404
376630,99999,AHTY,RS,,,+41.467,+047.750,+1015.0,19590101,20240404
376750,99999,GUBA,AJ,,,+41.367,+048.517,+0552.0,19590101,20240404
376820,99999,AMASIA,AM,,,+40.950,+043.783,+1866.0,19590101,20240404
376990,99999,APARAN,AM,,,+40.533,+044.383,+1892.0,19590101,20240404
377040,99999,VANADZOR,AM,,,+40.817,+044.436,+1376.0,19590828,20240404
377110,99999,IDJEVAN,AM,,,+40.867,+045.150,+0733.0,19590114,20240404
377170,99999,SEVAN OZERO,AM,,,+40.567,+045.000,+1917.0,20010916,20240404
377290,99999,GADABAY,AJ,,,+40.683,+045.817,+1476.0,19590101,20240124
377350,99999,GANDJA,AJ,,,+40.717,+046.417,+0309.0,19320101,20240404
377352,99999,UYTASH,RS,,URML,+42.817,+047.652,+0003.7,20040706,20240404
377470,99999,EVLAKH AIRPORT,AJ,,,+40.617,+047.150,+0015.0,19590101,20240404
377490,99999,GOYCHAY,AJ,,,+40.650,+047.750,+0095.0,19590101,20240404
377560,99999,MARAZA,AJ,,,+40.533,+048.933,+0755.0,19590101,20240404
377850,99999,ASHTARAK,AM,,,+40.283,+044.350,+1090.0,20060128,20240404
377870,99999,ARMAVIR,AM,,,+40.133,+043.903,+0860.8,19590101,20240404
377880,99999,YEREVAN ZVARTNOTS,AM,,,+40.150,+044.383,+0854.0,20010916,20240404
377920,99999,HRAZDAN,AM,,,+40.483,+044.750,+1761.0,19590101,20240404
378010,99999,GAVAR,AM,,,+40.350,+045.133,+1962.0,19590101,20240404
378150,99999,MASRIK,AM,,,+40.200,+045.750,+1940.0,19590101,20240404
378355,99999,GABALA,AJ,,UBBQ,+40.817,+047.733,+0338.0,20120106,20240404
378630,99999,GYANDZHA,AJ,,,+40.733,+046.400,+0330.0,20040803,20240404
378635,99999,NAKHCHIVAN,AJ,,UB15,+39.189,+045.458,+0872.6,20060201,20240404
378640,99999,HEYDAR ALIYEV,AJ,,UBBB,+40.468,+050.047,+0003.0,19590402,20240404
378650,99999,ORSK,RS,,UWOR,+51.073,+058.596,+0277.1,20040803,20240404
378710,99999,ARTASHAT,AM,,,+39.950,+044.550,+0833.0,20060128,20240404
378820,99999,DJERMUK,AM,,,+39.833,+045.683,+2075.0,20110925,20240404
378970,99999,SISIAN,AM,,,+39.533,+046.017,+1581.0,19590101,20240404
379070,99999,FUZULI,AJ,,UBBF,+39.595,+047.196,+0364.0,19370103,20240404
379530,99999,GORIS,AM,,,+39.511,+046.347,+1550.1,19590101,20240404
379580,99999,MEGRI,AM,,,+38.900,+046.250,+0628.0,19590101,20240404
379850,99999,LANKARAN,AJ,,UBBL,+38.733,+048.833,-0012.0,19320101,20240404
380010,99999,AKTAU,KZ,,UATE,+43.860,+051.092,+0022.3,19320201,20240404
380020,99999,TUSCIKUDUK,KZ,,,+44.733,+051.967,+0056.0,19590101,20240404
380080,99999,TUSHCHIBEK,KZ,,,+44.150,+051.950,+0240.0,19590102,20240404
380230,99999,KARAKAPALKIJA,UZ,,,+44.850,+056.333,+0126.0,19590101,20240404
380490,99999,CIRIK-RABAT,KZ,,,+44.067,+062.900,+0088.0,19480101,20240404
380510,99999,KARAK,KZ,,,+44.883,+063.167,+0092.0,19590101,20240404
380620,99999,KZYL-ORDA,KZ,,UAOO,+44.706,+065.591,+0132.0,19320101,20240404
380690,99999,SHIELI,KZ,,,+44.167,+066.750,+0153.0,19480101,20240404
380990,99999,FURMANOVO,KZ,,,+44.283,+072.950,+0350.0,19600101,20240404
381080,99999,KHANTAU,KZ,,,+44.217,+073.800,+0504.0,20020519,20240404
381110,99999,SEVCENKO,KZ,,,+43.583,+051.083,+0015.0,19601201,20240404
381410,99999,JASLYK,UZ,,,+43.883,+057.883,+0127.0,19740421,20240404
381411,99999,ATYRAU,KZ,,UATG,+47.122,+051.821,-0021.9,20040706,20240404
381412,99999,TURKMENBASHI,TX,,UTAK,+40.063,+053.007,+0085.0,20040706,20240404
381413,99999,KHUDZHAND,TI,,UTDL,+40.215,+069.695,+0442.0,20040706,20240404
381415,99999,BUKHARA,UZ,,UTSB,+39.775,+064.483,+0228.9,20040706,20240404
381416,99999,ZARAFSHAN,UZ,,UTSN,+41.620,+064.230,+0425.0,20061110,20240404
381417,99999,KARSHI KHANABAD,UZ,,UTSK,+38.802,+065.773,+0376.0,20060207,20240404
381460,99999,MUJNAK,UZ,,,+43.783,+059.033,+0054.0,20021124,20240404
381490,99999,KUNGRAD,UZ,,,+43.083,+058.933,+0064.0,19480101,20240404
381780,99999,AK-BAJTAL,UZ,,,+43.150,+064.333,+0234.0,19570201,20240404
381910,99999,AK-KUM,KZ,,,+43.717,+067.417,+0174.0,19590606,20240402
381960,99999,ASHCHYSAI,KZ,,,+43.550,+068.900,+0822.0,19611203,20240404
381980,99999,TURKESTAN,KZ,,,+43.267,+068.217,+0207.0,19320104,20240404
382010,99999,CULAKKURGAN,KZ,,,+43.800,+069.200,+0481.0,19600804,20240404
382030,99999,UJUK,RS,,,+43.783,+070.933,+0366.0,19590101,20240404
382070,99999,CAJAN,KZ,,,+43.033,+069.367,+0365.0,19590101,20240404
382220,99999,TOLE BI,KZ,,,+43.700,+073.783,+0456.0,19590101,20240404
382230,99999,CHOKPAR,KZ,,,+43.833,+074.400,+0768.0,19600101,20240404
382290,99999,KURDAJ,KZ,,,+43.300,+074.983,+1145.0,19590101,20240404
382320,99999,AKKUDUK,KZ,,,+42.967,+054.117,+0078.0,19570701,20240404
382620,99999,CHIMBAJ,UZ,,,+42.950,+059.817,+0066.0,19320602,20240404
382640,99999,NUKUS,UZ,,,+42.450,+059.617,+0077.0,19591101,20240404
383010,99999,KYZYLKUM,KZ,,,+42.800,+067.417,+0185.0,19590101,20240404
383130,99999,BUGUN,KZ,,,+43.717,+069.000,+0405.0,20131128,20240404
383160,99999,ARYS,KZ,,,+42.433,+068.800,+0240.0,19590101,20240404
383180,99999,BAYYRKUM,KZ,,,+42.100,+068.117,+0184.0,20131128,20240404
383280,99999,SHYMKENT,KZ,,UAII,+42.364,+069.479,+0422.1,19480101,20240404
383285,99999,TARAZ,KZ,,UADD,+42.854,+071.304,+0665.7,20070822,20240404
383340,99999,AUL TURARA RYSKULOVA,KZ,,,+42.483,+070.300,+0808.0,19590101,20240404
383380,99999,BLINKOVO,KZ,,,+42.233,+070.117,+1122.0,19630316,20240404
383390,99999,OLGAING,UZ,,,+42.167,+070.883,+2151.0,19630610,20240404
383430,99999,KULAN,KZ,,,+42.950,+072.750,+0683.0,19590101,20240404
383450,99999,TALAS,KG,,,+42.517,+072.217,+1218.0,19480101,20240404
383530,99999,BISHKEK,KG,,,+42.850,+074.533,+0760.0,19460103,20240404
383531,99999,MANAS,KG,,UCFM,+43.061,+074.478,+0627.3,20040713,20240404
383880,99999,EKEZHE,TX,,,+41.033,+057.767,+0062.0,19590101,20240404
383920,99999,DASHKHOVUZ,TX,,,+41.750,+059.817,+0082.0,19480101,20240404
383960,99999,URGENCH,UZ,,,+41.567,+060.633,+0101.0,19480101,20240404
384030,99999,BUZAUBAJ,UZ,,,+41.750,+062.467,+0098.0,19600101,20240404
384031,99999,NUKUS / KARAKALPAKSTAN,UZ,,UTNN,+42.483,+059.633,+0077.0,20040713,20240404
384032,99999,URGENCH,UZ,,UTNU,+41.584,+060.642,+0097.5,20040713,20240404
384130,99999,TAMDY-BULAK,UZ,,UTSM,+41.733,+064.617,+0238.0,19591110,20240404
384270,99999,MASHIKUDUK,UZ,,,+41.050,+065.283,+0200.0,19590930,20240404
384390,99999,SHARDARA,KZ,,,+41.367,+068.000,+0275.0,19730101,20240404
384520,99999,KARATAS,KZ,,,+41.867,+069.433,+0637.0,19611116,20240404
384570,99999,YUZHNY,UZ,,UTTT,+41.258,+069.281,+0431.9,19320101,20240404
384573,99999,MARY,TX,,UTAM,+37.619,+061.897,+0221.9,20050722,20240404
384574,99999,DASHOGUZ,TX,,UTAT,+41.761,+059.827,+0082.9,20050724,20240404
384620,99999,PSKEM,UZ,,,+41.900,+070.367,+1258.0,19600208,20240404
384730,99999,TOKTOGUL,KG,,,+41.833,+072.867,+0986.0,19591102,20240404
384750,99999,ANDIZHAN AIRPORT,UZ,,UTFA,+40.733,+072.333,+0477.0,19591205,20240404
385070,99999,TURKMENBASHI,TX,,,+40.033,+052.983,+0090.0,19320101,20240404
385110,99999,CHAGYL,TX,,,+40.783,+055.333,+0115.0,19570710,20240404
385450,99999,DARGANATA,TX,,,+40.467,+062.283,+0142.0,19480101,20240404
385510,99999,DZANGELDY,UZ,,,+40.850,+063.333,+0208.0,19590901,20240404
385530,99999,AYAKAGITMA,UZ,,,+40.683,+064.483,+0219.0,19590801,20240404
385650,99999,NURATA,UZ,,,+40.550,+065.683,+0485.0,19480106,20240404
385670,99999,NAVOI,UZ,,UTSA,+40.133,+065.350,+0341.0,19600101,20240404
385790,99999,DZIZAK,UZ,,UTED,+40.117,+067.833,+0345.0,19480101,20240404
385820,99999,ZAPADNY ARNASAY,UZ,,,+40.833,+067.667,+0250.0,19590101,20240404
385830,99999,SYR-DAR'JA,UZ,,,+40.817,+068.683,+0264.0,19600101,20240404
385890,99999,JANGIER,UZ,,,+40.283,+068.833,+0316.0,19530216,20240404
385980,99999,KAJRAKKUMSKOE,TI,,,+40.267,+069.817,+0347.0,20101001,20240404
385990,99999,KHUDJANT,TI,,,+40.217,+069.733,+0427.0,19360101,20240404
386060,99999,KOKAND,UZ,,,+40.550,+070.950,+0499.0,19590913,20240404
386110,99999,NAMANGAN,UZ,,UTFN,+40.983,+071.583,+0474.0,19480101,20240404
386130,99999,DZHALAL-ABAD,KG,,,+40.917,+072.950,+0765.0,19570702,20240404
386155,99999,OSH,KG,,UAFO,+40.609,+072.793,+0892.1,20070823,20240404
386160,99999,KARA-SUU,KG,,,+40.700,+072.900,+0868.0,19980301,20240404
386180,99999,FERGANA AIRPORT,UZ,,UTFF,+40.367,+071.750,+0603.5,19480101,20240404
386470,99999,GAZANDZHYK,TX,,,+39.250,+055.517,+0031.0,19591102,20240404
386560,99999,ERBENT,TX,,,+39.317,+058.600,+0087.0,19590109,20240404
386830,99999,BUHARA,UZ,,,+39.717,+064.617,+0226.0,19361231,20240404
386850,99999,KARAKUL,UZ,,,+39.500,+063.850,+0196.0,19591101,20240404
386870,99999,CHARDZHEV,TX,,,+39.083,+063.600,+0190.0,19480101,20240404
386960,99999,SAMARKAND,UZ,,UTSS,+39.701,+066.984,+0677.9,19480101,20240404
386990,99999,SHAHRISABZ,UZ,,,+39.070,+066.834,+0625.3,19591102,20240404
387050,99999,PENDZHIKENT,TI,,,+39.500,+067.600,+1015.0,19600117,20240404
387080,99999,FARAB,TI,,,+39.233,+067.467,+1981.0,19630615,20240404
387130,99999,URA-TYUBE,TI,,,+39.900,+068.983,+1005.0,19600102,20240404
387150,99999,SHAHRISTANSKIJ PEREVAL,TI,,,+39.567,+068.583,+3143.0,19610107,20240404
387180,99999,ISKANDERKUL,TI,,,+39.100,+068.383,+2204.0,19751101,20240404
387190,99999,ANZQBSKIJ PEREVAL,TI,,,+39.083,+068.867,+3373.0,19610201,20240404
387250,99999,MADRUSHKAT,TI,,,+39.433,+069.667,+2234.0,19591029,20240404
387340,99999,DEHAVZ,TI,,,+39.450,+070.200,+2561.0,19751101,20240404
387440,99999,LAHSH,TI,,,+39.283,+071.867,+1198.0,19730312,20240404
387500,99999,ESENGULY,TX,,,+37.467,+053.967,-0022.0,19320101,20240404
387630,99999,GYZYLARBAT,TX,,,+38.983,+056.283,+0092.0,19320101,20240404
387740,99999,BAKHERDEN,TX,,,+38.433,+057.417,+0159.0,19590801,20240404
387990,99999,UCHADZHY,TX,,,+38.083,+062.800,+0185.0,19530216,20240404
388060,99999,BYRDALYK,TX,,,+38.467,+064.367,+0212.0,19591102,20240404
388120,99999,KARSHI,UZ,,,+38.800,+065.717,+0376.0,19590804,20240404
388150,99999,GUZAR,UZ,,,+38.617,+066.267,+0524.0,19480101,20240404
388160,99999,MINCHUKUR,UZ,,,+38.650,+066.933,+2121.0,19600101,20240404
388180,99999,AKRABAT,UZ,,,+38.250,+066.833,+1601.0,19600817,20240404
388270,99999,BAYSUN,UZ,,,+38.200,+067.200,+1244.6,19591102,20240404
388280,99999,SHURCHI,UZ,,,+38.018,+067.800,+0448.3,19590915,20240404
388290,99999,DENAU,UZ,,,+38.267,+067.900,+0520.0,19590811,20240404
388360,99999,DUSHANBE,TI,,UTDD,+38.543,+068.825,+0784.9,19320101,20240404
388380,99999,ISAMBAJ,TI,,,+38.050,+068.350,+0563.0,19600102,20240404
388440,99999,SANGLOK,TI,,,+38.250,+069.233,+2239.0,19730101,20240404
388460,99999,HOVALING,TI,,,+38.367,+069.983,+1468.0,20090801,20240404
388470,99999,DANGARA,TI,,,+38.100,+069.317,+0660.0,19591102,20240404
388510,99999,RASHT,TI,,,+39.000,+070.300,+1316.0,19591124,20240404
388560,99999,DARVAZ,TI,,,+38.467,+070.883,+1288.0,19590901,20240404
388690,99999,IHRT,TI,,,+38.167,+072.633,+3276.0,19590101,20240404
388750,99999,KARAKUL,TI,,,+39.017,+073.550,+3940.0,19570722,20240404
388780,99999,MURGAB,TI,,,+38.167,+073.967,+3576.0,19591118,20240404
388800,99999,ASHGABAT,TX,,UTAA,+37.987,+058.361,+0210.9,19320101,20240404
388860,99999,TEDZHEN,TX,,,+37.383,+060.517,+0186.0,19480101,20240404
388950,99999,BAJRAMALY,TX,,,+37.600,+062.183,+0240.0,19370731,20240404
389110,99999,KERKI,TX,,,+37.833,+065.200,+0240.0,19320101,20240404
389150,99999,CARSANGA,TX,,,+37.517,+066.017,+0265.0,19590801,20240404
389210,99999,SHIRABAD,UZ,,,+37.667,+067.017,+0410.0,19590811,20240404
389270,99999,TERMEZ,UZ,,UTST,+37.287,+067.310,+0313.0,19480101,20240404
389330,99999,KURGAN-TYUBE,TI,,,+37.817,+068.783,+0429.0,19600101,20240404
389440,99999,PARKHAR,TI,,,+37.483,+069.383,+0448.0,19591030,20240404
389470,99999,PYANDJ,TI,,,+37.233,+069.083,+0363.0,19480101,20240404
389510,99999,RUSHAN,TI,,,+37.950,+071.550,+1981.0,20130112,20240404
389540,99999,KHOROG,TI,,,+37.500,+071.500,+2077.0,19571011,20240404
389570,99999,ISHKASHIM,TI,,,+36.717,+071.600,+2523.0,19591108,20240404
389740,99999,SARAGT,TX,,,+36.533,+061.217,+0275.0,19460403,20240404
389870,99999,GYSHGY,TX,,,+35.283,+062.350,+0625.0,19320101,20240404
400010,99999,KAMISHLY,SY,,OSKL,+37.021,+041.191,+0451.1,19501109,20240404
400070,99999,ALEPPO INTL,SY,,OSAP,+36.181,+037.224,+0388.9,19370105,20240404
400220,99999,LATTAKIA,SY,,,+35.533,+035.767,+0007.0,19370201,20240404
400250,99999,BASSEL AL ASSAD INTL,SY,,OSLK,+35.401,+035.949,+0047.9,19500711,20240404
400300,99999,HAMA,SY,,,+35.117,+036.750,+0303.0,19570630,20240308
400390,99999,RAQQA,SY,,,+35.933,+039.017,+0246.0,19600101,20240125
400450,99999,DEIR ZZOR,SY,,OSDZ,+35.285,+040.176,+0213.4,19370101,20240305
400660,99999,SAFITA,SY,,,+34.817,+036.133,+0359.0,19630117,20240404
400800,99999,DAMASCUS INTL,SY,,OSDI,+33.412,+036.516,+0615.7,19370101,20240404
401000,99999,RAFIC HARIRI INTL,LE,,OLBA,+33.821,+035.488,+0026.5,19321019,20240404
401030,99999,TRIPOLI,LE,,,+34.450,+035.800,+0005.0,19370104,20240404
401530,99999,HAR-KNAAN (ZEFAT),IS,,,+32.967,+035.500,+0934.0,19500301,20240404
401550,99999,HAIFA,IS,,LLHA,+32.809,+035.043,+0008.5,19490301,20240404
401790,99999,BET DAGAN,IS,,,+32.000,+034.817,+0035.0,19791111,20240404
401800,99999,BEN GURION,IS,,LLBG,+32.011,+034.887,+0041.1,19431101,20240404
401830,99999,JERUSALEM CENTER,IS,,,+31.767,+035.217,+0815.0,20080116,20240404
401900,99999,BEER SHEVA CITY,IS,,,+31.250,+034.800,+0280.0,20080116,20240404
401990,99999,EILAT,IS,,LLET,+29.561,+034.960,+0012.8,19510101,20240404
402550,99999,IRBID (MET),JO,,OJBD,+32.550,+035.850,+0619.0,19780701,20240404
402600,99999,PRINCE HASAN,JO,,OJHF,+32.161,+037.149,+0676.7,19640113,20240404
402650,99999,KING HUSSEIN,JO,,OJMF,+32.356,+036.259,+0682.8,19530301,20240404
402700,99999,MARKA INTL,JO,,OJAM,+31.973,+035.992,+0778.8,19490301,20240404
402720,99999,QUEEN ALIA INTL,JO,,OJAI,+31.723,+035.993,+0730.0,19830701,20240404
402960,99999,GHOR SAFI,JO,,,+31.033,+035.467,-0350.0,19830701,20240404
403100,99999,MA'AN,JO,,OJMN,+30.167,+035.783,+1069.0,19610701,20240404
403400,99999,AQABA KING HUSSEIN INTL,JO,,OJAQ,+29.612,+035.018,+0053.3,19610701,20240404
403560,99999,TURAIF,SA,,OETR,+31.693,+038.731,+0854.4,19510406,20240404
403570,99999,ARAR,SA,,OERR,+30.907,+041.138,+0552.6,19510407,20240404
403600,99999,GURIAT,SA,,OEGT,+31.412,+037.279,+0509.6,19840415,20240404
403610,99999,AL JOUF,SA,,OESK,+29.785,+040.100,+0689.2,19730101,20240404
403620,99999,RAFHA,SA,,OERF,+29.626,+043.491,+0449.3,19510406,20240404
403730,99999,QAISUMAH,SA,,OEPA,+28.335,+046.125,+0357.8,19510406,20240404
403750,99999,TABUK,SA,,OETB,+28.365,+036.619,+0777.5,19730101,20240404
403940,99999,HAIL,SA,,OEHL,+27.438,+041.686,+1015.3,19730101,20240404
404000,99999,WEJH,SA,,OEWJ,+26.199,+036.476,+0020.1,19730101,20240404
404010,99999,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,SA,,OEAO,+26.483,+038.119,+0623.0,20101110,20240404
404050,99999,GASSIM,SA,,,+26.300,+043.767,+0648.0,19730101,20240404
404140,99999,PRINCE SALMAN BIN ABDULAZIZ,SA,,OEDM,+24.450,+044.121,+0922.3,20040810,20240404
404150,99999,DAMMAM (KING FAHD INT. AIRPORT),SA,,,+26.433,+049.800,+0012.0,20040105,20240404
404160,99999,KING ABDULAZIZ AB,SA,,OEDR,+26.265,+050.152,+0025.6,19460214,20240404
404194,99999,JUBAIL,SA,,OEJB,+27.039,+049.405,+0007.9,20000906,20240318
404200,99999,AL AHSA,SA,,OEAH,+25.285,+049.485,+0179.2,19810101,20240404
404300,99999,PRINCE MOHAMMAD BIN ABDULAZIZ,SA,,OEMA,+24.553,+039.705,+0655.6,19580302,20240404
404350,99999,AL-DAWADAMI,SA,,OEDW,+26.983,+044.117,+0923.0,19811002,20240404
404370,99999,KING KHALED INTL,SA,,OERK,+24.958,+046.699,+0624.5,19831222,20240404
404390,99999,YENBO,SA,,OEYN,+24.144,+038.063,+0007.9,19730101,20240404
405820,99999,KUWAIT INTL,KU,,OKBK,+29.227,+047.969,+0062.8,19450802,20240404
406020,99999,RABIAH,IZ,,,+36.800,+042.100,+0382.0,19740101,20240404
406030,99999,TEL AFER,IZ,,ORTF,+36.367,+042.483,+0373.0,19881120,20240404
406080,99999,MOSUL,IZ,,ORBM,+36.306,+043.147,+0216.1,19370111,20240404
406210,99999,KIRKUK AB,IZ,,ORKK,+35.469,+044.349,+0323.4,19370105,20240404
406220,99999,CHEM-CHAMAL,IZ,,,+35.517,+044.833,+0701.0,19881120,20240313
406230,99999,SULYMANIYAH,IZ,,,+35.550,+045.450,+0853.0,19730103,20240404
406290,99999,ANAH,IZ,,,+34.367,+041.950,+0150.0,19730101,20240404
406310,99999,BAIJI,IZ,,,+34.900,+043.533,+0150.0,19780601,20240404
406320,99999,TUZ,IZ,,,+34.883,+044.650,+0220.0,20090808,20240404
406330,99999,TIKRIT,IZ,,,+34.567,+043.700,+0107.0,19881120,20240404
406340,99999,HADITHAH,IZ,,,+34.133,+042.350,+0140.0,19371002,20240404
406356,99999,ERBIL INTL,IZ,,,+36.233,+043.967,+0408.7,20090326,20240404
406370,99999,KHANAQIN,IZ,,,+34.350,+045.383,+0202.0,19370801,20240404
406380,99999,AL KHALIS,IZ,,,+33.833,+044.533,+0044.0,20070618,20240404
406420,99999,RUTBAH,IZ,,,+33.033,+040.283,+0615.0,19370107,20240404
406450,99999,RAMADI,IZ,,,+33.450,+043.317,+0048.0,19881120,20240404
406460,99999,HEET,IZ,,,+33.633,+043.750,+0058.0,20090720,20240404
406500,99999,BAGHDAD INTL AIRPORT,IZ,,ORBI,+33.267,+044.233,+0034.7,19370104,20240404
406550,99999,AINALTAMER,IZ,,,+32.550,+044.717,+0028.0,20100302,20240404
406560,99999,KERBELA,IZ,,,+32.567,+044.050,+0029.0,19761101,20240404
406570,99999,HELLA,IZ,,,+32.450,+044.450,+0027.0,19881120,20240404
406580,99999,NUKHEB,IZ,,,+32.033,+042.283,+0305.0,19490321,20240404
406600,99999,AZIZYAH,IZ,,,+32.917,+045.067,+0025.0,20090806,20240404
406620,99999,BADRAH,IZ,,,+33.100,+045.950,+0064.0,20090719,20240404
406640,99999,KUT,IZ,,ORUB,+32.500,+045.817,+0019.0,19881120,20240404
406650,99999,KUT-AL-HAI,IZ,,,+32.133,+046.033,+0015.0,19490101,20240404
406660,99999,ALI ALGHARBI,IZ,,,+32.467,+046.717,+0014.0,20090716,20240404
406700,99999,NAJAF,IZ,,ORNI,+31.950,+044.317,+0032.0,19630117,20240404
406720,99999,DIWANIYA,IZ,,,+31.950,+044.950,+0020.0,19370105,20240404
406740,99999,SAMAWA,IZ,,,+31.267,+045.267,+0006.0,19730702,20240404
406750,99999,RAFAEI,IZ,,,+31.717,+046.100,+0006.0,20100408,20240404
406760,99999,NASIRIYA,IZ,,,+31.017,+046.233,+0003.0,19490101,20240404
406800,99999,AMARAH,IZ,,,+31.850,+047.167,+0009.0,19730101,20240404
406890,99999,BASRAH INTL,IZ,,ORMM,+30.549,+047.662,+0003.4,19370718,20240404
406900,99999,BASRAH AIRPORT,IZ,,,+30.517,+047.783,+0002.6,19890701,20240404
406910,99999,AL-FAO,IZ,,,+29.983,+048.500,+0002.0,19790701,20240404
407000,99999,PARS ABAD MOGHAN,IR,,,+39.650,+047.917,+0032.0,19890102,20240404
407010,99999,MAKKO,IR,,,+39.333,+044.433,+1411.0,19900112,20240404
407030,99999,KHOY,IR,,OITK,+38.427,+044.974,+1213.4,19730101,20240404
407036,99999,LAMERD,IR,,OISR,+27.373,+053.189,+0410.0,20100707,20240404
407037,99999,KALALEH,IR,,OINE,+37.383,+055.450,+0152.4,20120509,20240404
407040,99999,AHAR,IR,,,+38.433,+047.067,+1390.0,19910918,20240404
