USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
010010,99999,JAN MAYEN(NOR-NAVY),NO,,ENJA,+70.933,-008.667,+0009.0,19310101,20240404
010014,99999,SORSTOKKEN,NO,,ENSO,+59.792,+005.341,+0048.8,19861120,20240404
010020,99999,VERLEGENHUKEN,NO,,,+80.050,+016.250,+0008.0,19861109,20240404
010030,99999,HORNSUND,NO,,,+77.000,+015.500,+0012.0,19850601,20240404
010060,99999,EDGEOYA,NO,,,+78.250,+022.817,+0014.0,19730101,20240404
010070,99999,NY-ALESUND,SV,,,+78.917,+011.933,+0007.7,19730106,20240404
010080,99999,LONGYEAR,SV,,ENSB,+78.246,+015.466,+0026.8,19750929,20240404
010090,99999,KARL XII OYA,SV,,,+80.650,+025.000,+0005.0,19550101,20240404
010100,99999,ANDOYA,NO,,ENAN,+69.293,+016.144,+0013.1,19310103,20240404
010110,99999,KVITOYA,SV,,,+80.067,+031.500,+0010.0,19861118,20240404
010150,99999,HEKKINGEN FYR,NO,,,+69.600,+017.833,+0014.0,19800314,20240402
010160,99999,KONGSOYA,NO,,,+78.933,+028.900,+0020.0,19930501,20240404
010170,99999,AKSELOYA,SV,,,+77.683,+014.783,+0006.0,19730101,20240404
010200,99999,SORKAPPOYA,SV,,,+76.483,+016.550,+0010.0,20101008,20240404
010230,99999,BARDUFOSS,NO,,ENDU,+69.056,+018.540,+0076.8,19400713,20240404
010231,99999,DRAUGEN,NO,,ENDR,+64.350,+007.800,+0000.0,20040510,20240404
010250,99999,TROMSO,NO,,ENTC,+69.683,+018.919,+0009.4,19730101,20240404
010260,99999,TROMSO,NO,,,+69.650,+018.933,+0114.5,19970201,20240404
010270,99999,TROMSO-HOLT,NO,,,+69.650,+018.900,+0020.0,20110928,20240404
010280,99999,BJORNOYA ISLAND,NO,,ENBJ,+74.517,+019.017,+0018.0,19310103,20240404
010300,99999,KISTEFJELL,NO,,,+69.283,+018.133,+0982.0,19510101,20240318
010330,99999,TORSVAG FYR,NO,,,+70.250,+019.500,+0024.0,19730101,20240404
010350,99999,LYNGEN GJERDVASSBU,NO,,,+69.567,+020.100,+0710.0,19730101,20240404
010370,99999,SKIBOTN 2,NO,,,+69.383,+020.283,+0020.0,19730101,20240404
010420,99999,HASVIK-SLUSKFJELLET,NO,,,+70.600,+022.450,+0438.0,20080917,20240320
010430,99999,ROGNSUNDET,NO,,,+70.417,+022.817,+0010.0,19730101,20240404
010440,99999,HASVIK,NO,,ENHK,+70.487,+022.140,+0006.4,20050102,20240404
010450,99999,NORDSTRAUM I KVAENANGEN,NO,,,+69.833,+021.883,+0006.0,19730101,20240404
010460,99999,SORKJOSEN,NO,,ENSR,+69.787,+020.959,+0004.9,19750905,20240404
010470,99999,KAUTOKEINO II,NO,,ENKA,+69.017,+023.067,+0307.0,19730101,20240404
010490,99999,ALTA,NO,,ENAT,+69.976,+023.372,+0002.7,19730101,20240404
010520,99999,HAMMERFEST AP,NO,,ENHF,+70.683,+023.683,+0081.0,19401008,20240404
010550,99999,FRUHOLMEN FYR,NO,,,+71.100,+023.983,+0014.2,19310101,20240313
010570,99999,CUOVDDATMOHKKI,NO,,,+69.367,+024.433,+0286.0,19730101,20240404
010580,99999,SUOLOVUOPMI LULIT,NO,,,+69.567,+023.533,+0381.0,20050218,20240404
010590,99999,BANAK,NO,,ENNA,+70.069,+024.973,+0007.6,19730101,20240404
010620,99999,HOPEN ISLAND,NO,,ENHO,+76.500,+025.067,+0010.0,19550101,20240404
010650,99999,KARASJOK,NO,,,+69.467,+025.517,+0133.0,19730101,20240404
010680,99999,HONNINGSVAG/VALAN,NO,,ENHV,+71.017,+025.983,+0014.0,19800604,20240404
010740,99999,MEHAMN,NO,,ENMH,+71.033,+027.833,+0013.0,19750905,20240404
010760,99999,TANABRU,NO,,,+70.217,+028.167,+0032.0,20121121,20240404
010780,99999,SLETTNES FYR,NO,,,+71.100,+028.233,+0010.0,19730101,20240404
010820,99999,NYRUD,NO,,,+69.150,+029.250,+0056.0,19730919,20240404
010830,99999,BERLEVAG,NO,,ENBV,+70.867,+029.033,+0013.0,19750905,20240404
010840,99999,PASVIK,NO,,,+69.450,+030.033,+0027.0,19730101,20240404
010860,99999,BATSFJORD,NO,,ENBS,+70.600,+029.693,+0149.4,20050101,20240404
010876,99999,NORNE OIL PLATFORM,NO,,ENNE,+66.017,+008.083,+0090.0,20110101,20240404
010877,99999,TROLL A  OIL PLATFORM,NO,,ENQA,+60.633,+003.717,+0090.0,20110101,20240404
010878,99999,SNORRE A  OIL PLATFORM,NO,,ENSE,+61.450,+002.133,+0090.0,20110101,20240404
010879,99999,SNORRE B  OIL PLATFORM,NO,,ENQR,+61.533,+002.200,+0090.0,20110101,20240404
010880,99999,VADSO,NO,,ENVD,+70.067,+029.850,+0039.0,19750905,20240404
010882,99999,ROROS,NO,,ENRO,+62.578,+011.342,+0626.1,20050102,20240404
010886,99999,SLEIPNER A OIL PLATFORM,NO,,ENSL,+58.367,+001.900,+0030.0,20090201,20240404
010887,99999,TROLL C OIL PLATFORM,NO,,ENQC,+60.886,+003.610,+0020.0,20110512,20240404
010890,99999,HOYBUKTMOEN,NO,,ENKR,+69.726,+029.893,+0086.3,19401101,20240404
010920,99999,MAKKAUR FYR,NO,,,+70.700,+030.083,+0009.0,19730101,20240404
010980,99999,VARDO,NO,,,+70.367,+031.100,+0015.0,19310103,20240404
010990,99999,VARDO AP / SVARTNES,NO,,ENSS,+70.355,+031.045,+0012.8,20050102,20240404
011020,99999,SKLINNA FYR,NO,,,+65.200,+011.000,+0016.0,19750228,20240404
011025,99999,HEIDRUN,NO,,ENHE,+65.333,+007.317,+0080.0,19990424,20240404
011050,99999,ROTVAER,NO,,,+68.367,+015.950,+0008.0,19730101,20240404
011070,99999,ROST (NOR-AFB),NO,,ENRS,+67.517,+012.100,+0004.0,19880303,20240404
011080,99999,VEGA-VALLSJO,NO,,,+65.700,+011.850,+0009.1,19910801,20240404
011120,99999,BRONNOY,NO,,ENBN,+65.461,+012.218,+0007.6,19730101,20240404
011140,99999,REIPA,NO,,,+66.900,+013.633,+0008.0,20090702,20240404
011150,99999,MYKEN,NO,,,+66.767,+012.483,+0013.0,19730101,20240404
011160,99999,STOKKA,NO,,ENST,+65.950,+012.467,+0017.1,19730401,20240404
011170,99999,TJOTTA,NO,,,+65.817,+012.417,+0021.0,20040119,20240404
011210,99999,SOLVAER III,NO,,,+66.367,+012.617,+0010.0,19730101,20240404
011220,99999,KJAERSTAD,NO,,ENMS,+65.784,+013.215,+0072.2,19881014,20240404
011240,99999,SNASA,NO,,,+64.167,+012.467,+0195.0,20050218,20240404
011320,99999,MAJAVATN V,NO,,,+65.167,+013.367,+0319.0,20080229,20240404
011330,99999,LAKSFORS,NO,,,+65.617,+013.283,+0050.0,20111129,20240404
011350,99999,SELJELIA,NO,,,+66.117,+013.583,+0123.0,20111129,20240404
011390,99999,VAEROY HELIPORT,NO,,ENVR,+67.650,+012.717,+0004.0,20110928,20240404
011410,99999,LEKNES,NO,,ENLK,+68.150,+013.617,+0026.0,19730620,20240404
011430,99999,DRAG-AJLUOKTA,NO,,,+68.050,+016.083,+0019.0,20070806,20240404
011440,99999,HELLIGVAER II,NO,,,+67.400,+013.883,+0024.0,20050315,20240404
011460,99999,SKAMDAL,NO,,,+66.233,+013.883,+0005.0,19730101,20240404
011470,99999,VARNTRESK,NO,,,+65.833,+014.183,+0406.0,19400907,20240404
011480,99999,STORFORSHEI,NO,,,+66.383,+014.517,+0110.0,20110616,20240404
011500,99999,HJARTASEN,NO,,,+66.500,+014.950,+0251.0,19730103,20240404
011510,99999,MOIRANA,NO,,ENRA,+66.367,+014.300,+0070.0,19730401,20240404
011520,99999,BODO,NO,,ENBO,+67.269,+014.365,+0012.8,19400917,20240404
011560,99999,BO I VESTERALEN,NO,,,+68.600,+014.433,+0007.6,20040510,20240404
011580,99999,SETSA,NO,,,+67.167,+015.483,+0008.0,20100114,20240404
011600,99999,SKROVA FYR,NO,,,+68.150,+014.650,+0011.0,19730101,20240404
011610,99999,SVOLVAER/HELLE,NO,,ENSH,+68.250,+014.667,+0009.0,19730620,20240404
011620,99999,STORKMARKNES/SKAGEN,NO,,ENSK,+68.583,+015.017,+0003.0,19730620,20240404
011690,99999,SALTDAL-NORDNES,NO,,,+66.933,+015.317,+0037.0,19830101,20240404
011800,99999,HARSTAD,NO,,,+68.800,+016.533,+0045.0,20040510,20240404
011830,99999,EVENES,NO,,ENEV,+68.491,+016.678,+0025.6,19750905,20240404
011920,99999,STRAUMSNES,NO,,,+68.417,+017.650,+0200.0,20110203,20240404
011980,99999,DIVIDALEN II,NO,,,+68.783,+019.700,+0204.0,20100114,20240404
011990,99999,SIHCCAJAVRI,NO,,,+68.750,+023.533,+0382.0,19490101,20240404
012030,99999,KRAKENES,NO,,,+62.033,+004.983,+0041.0,19310904,20240404
012050,99999,SVINOY LH,NO,,,+62.333,+005.267,+0037.2,19730101,20240404
012090,99999,ORSTA-VOLDA/HOVDEN,NO,,ENOV,+62.183,+006.067,+0074.0,19841211,20240404
012100,99999,VIGRA,NO,,ENAL,+62.560,+006.110,+0021.0,19730101,20240404
012120,99999,ONA II,NO,,,+62.867,+006.533,+0015.0,19550101,20240404
012140,99999,REKDAL,NO,,,+62.650,+006.767,+0043.0,20090112,20240404
012170,99999,ARO,NO,,ENML,+62.745,+007.263,+0003.0,19760201,20240404
012180,99999,TAFJORD,NO,,,+62.233,+007.417,+0017.0,19730101,20240404
012200,99999,MANNEN,NO,,,+62.450,+007.767,+1294.0,20100315,20240403
012210,99999,TAGDALEN,NO,,,+63.050,+009.083,+0415.0,20080115,20240404
012230,99999,KVERNBERGET,NO,,ENKB,+63.112,+007.825,+0062.2,19730101,20240404
012240,99999,AALESUND,NO,,,+62.467,+006.217,+0050.0,19841201,20240404
012250,99999,VEIHOLMEN,NO,,,+63.517,+007.950,+0005.0,19730101,20240404
012270,99999,INNERDALEN,NO,,,+62.717,+008.783,+0405.0,19730101,20240404
012280,99999,SULA,NO,,,+63.850,+008.467,+0006.0,19730101,20240404
012300,99999,BJORLI,NO,,,+62.267,+008.200,+0579.0,19730101,20240404
012320,99999,VINJEORA II,NO,,,+62.450,+007.850,+0067.0,19730101,20240404
012330,99999,DOMBAAS,NO,,,+62.083,+009.117,+0638.0,20061121,20240404
012340,99999,ORKDAL-THAMSHAMN,NO,,,+63.317,+009.850,+0004.0,20061121,20240404
012370,99999,HITRA,NO,,,+63.517,+009.117,+0013.0,20050402,20240404
012380,99999,FOKSTUA II,NO,,,+62.117,+009.283,+0974.0,19730101,20240404
012390,99999,HJERKINN II,NO,,,+62.217,+009.550,+1012.0,20100907,20240404
012400,99999,HALTEN FYR,NO,,,+64.167,+009.400,+0016.0,19850110,20240404
012410,99999,ORLAND,NO,,ENOL,+63.699,+009.604,+0008.5,19730101,20240404
012420,99999,AFJORD II,NO,,,+63.967,+010.217,+0030.0,20080115,20240404
012450,99999,OPPDAL-SETER,NO,,,+62.600,+009.667,+0606.0,19760201,20240404
012500,99999,FOLLDAL-FREDHEIM,NO,,,+62.133,+010.000,+0694.0,20110928,20240404
012530,99999,SOKNEDAL,NO,,,+62.950,+010.183,+0299.0,20090112,20240404
012540,99999,KOTSOY,NO,,,+62.983,+010.550,+0127.0,20090112,20240404
012570,99999,TRONDHEIM/VOLL,NO,,,+63.417,+010.450,+0131.5,20040406,20240404
012590,99999,BUHOLMRASA LH,NO,,,+64.400,+010.450,+0018.4,19730101,20240404
012620,99999,NORDOYAN FYR,NO,,,+64.800,+010.550,+0033.0,19280102,20240404
012650,99999,TYNSET-HANSMOEN,NO,,,+62.267,+010.733,+0482.3,19490101,20240404
012700,99999,KVITHAMAR,NO,,,+63.483,+010.883,+0040.0,20111003,20240403
012710,99999,VAERNES,NO,,ENVA,+63.458,+010.940,+0017.1,19400413,20240404
012720,99999,FROSTA,NO,,,+63.567,+010.700,+0070.0,20110929,20240404
012730,99999,SELBU,NO,,,+63.233,+011.017,+0160.0,20071016,20240404
012770,99999,STEINKJER,NO,,,+64.017,+011.450,+0080.0,19730101,20240404
012810,99999,NAMSSKOGAN,NO,,,+64.733,+012.850,+0140.0,20070105,20240404
012820,99999,RORVIK/RYUM,NO,,ENRM,+64.837,+011.143,+0005.0,19950901,20240404
012870,99999,SOLENDET,NO,,,+62.683,+011.817,+0747.0,20080115,20240404
012880,99999,ROROS,NO,,,+62.567,+011.383,+0630.0,19730101,20240404
012900,99999,NAMSOS AIRPORT,NO,,ENNM,+64.467,+011.583,+0002.0,19730401,20240404
012910,99999,GARTLAND,NO,,,+64.533,+012.383,+0095.0,20090112,20240404
012930,99999,MERAKER-EGGE,NO,,,+63.417,+011.733,+0171.0,20050215,20240404
013000,99999,GULLFAKS C,NO,,,+61.200,+002.267,+0078.0,20010601,20240404
013005,99999,STATFJORD OIL PLATFORM HELIPORT,FO,,ENSF,+61.250,+001.850,+0117.7,19841204,20240404
013040,99999,YTTEROYANE FYR,NO,,,+61.567,+004.683,+0025.0,19840901,20240404
013070,99999,FEDJE,NO,,,+60.750,+004.717,+0020.0,20050218,20240404
013080,99999,FURUNESET,NO,,,+61.300,+005.050,+0007.0,20110928,20240403
013100,99999,FLORO,NO,,ENFL,+61.584,+005.025,+0011.3,19800407,20240404
013110,99999,FLESLAND,NO,,ENBR,+60.293,+005.218,+0051.8,19730101,20240404
013140,99999,FOSSMARK,NO,,,+60.517,+005.717,+0010.0,20120615,20240404
013150,99999,EVANGER,NO,,,+60.633,+006.100,+0017.0,20101214,20240404
013170,99999,BERGEN/FLORIDA,NO,,,+60.383,+005.333,+0036.0,19730101,20240404
013190,99999,TAKLE,NO,,,+61.033,+005.383,+0038.0,19730101,20240404
013200,99999,SANDANE/ANDA,NO,,ENSD,+61.833,+006.117,+0060.0,19810904,20240404
013210,99999,STRYN,NO,,,+61.900,+006.550,+0208.0,19730101,20240404
013230,99999,BRINGELAND,NO,,ENBL,+61.393,+005.764,+0327.0,19840502,20240404
013260,99999,MODALEN III,NO,,,+60.850,+005.983,+0125.0,20081008,20240404
013270,99999,KVAMSKOGEN-JONSHOGDI,NO,,,+60.383,+005.967,+0455.0,20061121,20240404
013290,99999,KVAMSOY,NO,,,+60.350,+006.267,+0050.0,20050218,20240404
013320,99999,FJAERLAND BREMUSEET,NO,,,+61.430,+006.770,+0003.0,20060201,20240404
013360,99999,BULKEN,NO,,,+60.650,+006.217,+0328.0,19730101,20240404
013370,99999,VOSSEVANGEN,NO,,,+60.633,+006.433,+0055.0,20050218,20240404
013380,99999,VANGSNES,NO,,,+61.167,+006.650,+0051.0,20040706,20240404
013400,99999,FET I EIDFJORD,NO,,,+60.420,+007.280,+0737.0,20050726,20240404
013420,99999,ULLENSVANG,NO,,,+60.317,+006.650,+0012.0,19730101,20240404
013440,99999,MJOLFJELL,NO,,,+60.700,+006.950,+0695.0,19730101,20240404
013450,99999,KLEVAVATNET,NO,,,+60.717,+007.217,+0960.0,19731007,20240208
013460,99999,MIDTSTOVA,NO,,,+60.650,+007.267,+1162.0,20111125,20240404
013470,99999,SOGNDAL HAUKASEN,NO,,ENSG,+61.156,+007.137,+0511.0,19850118,20240404
013500,99999,FINSEVATN,NO,,,+60.600,+007.533,+1208.0,20030330,20240404
013520,99999,SANDHAUG,NO,,,+60.183,+007.483,+1250.0,20040107,20240404
013550,99999,LAERDAL IV,NO,,,+61.100,+007.500,+0005.0,19730101,20240404
013570,99999,HOLLEKOLTEN,NO,,,+60.867,+008.517,+0804.2,19730101,20240404
013580,99999,HEMSEDAL II,NO,,,+60.850,+008.600,+0604.0,20110929,20240404
013590,99999,GEILO-OLDEBRATEN,NO,,,+60.533,+008.200,+0773.0,19730101,20240404
013600,99999,BRATA-SLETTOM,NO,,,+61.900,+007.900,+0664.0,19730101,20240404
013610,99999,GROTLI III,NO,,,+62.017,+007.667,+0872.0,19730101,20240404
013620,99999,JUVVASSHOE,NO,,,+61.667,+008.367,+1894.0,20090626,20240404
013640,99999,FILEFJELL,NO,,,+61.183,+008.117,+0955.1,19490101,20240404
013650,99999,BEITOSTOLEN II,NO,,,+61.251,+008.917,+0965.0,19730404,20240404
013660,99999,SOGNEFJELL,NO,,,+61.567,+008.000,+1413.0,19790301,20240404
013670,99999,FAGERNES,NO,,,+60.983,+009.217,+0365.4,19821001,20240404
013700,99999,SKABU,NO,,,+61.517,+009.400,+0928.0,19730101,20240404
013710,99999,LOKEN I VOLBU,NO,,,+61.117,+009.067,+0521.0,19730101,20240404
013730,99999,NESBYEN-TODOKK,NO,,,+60.567,+009.133,+0166.0,19730101,20240404
013740,99999,VEST-TORPA II,NO,,,+60.933,+010.033,+0542.0,19810501,20240402
013750,99999,KVITFJELL,NO,,,+61.467,+010.133,+1028.0,19730101,20240404
013755,99999,GULLFAX (PLATFORM),NO,,ENGC,+61.033,+002.033,+0010.0,19891115,20240404
013760,99999,GULSVIK II,NO,,,+60.383,+009.600,+0142.0,19730101,20240404
013780,99999,LILLEHAMMER-SAETHERENGEN,NO,,,+61.100,+010.467,+0239.0,19730101,20240404
013800,99999,VENABU,NO,,,+61.650,+010.117,+0930.0,19850110,20240404
013810,99999,APELSVOLL,NO,,,+60.700,+010.867,+0264.0,20111003,20240404
013820,99999,KISE,NO,,,+60.767,+010.800,+0128.0,19730101,20240404
013830,99999,EVENSTAD-DIH,NO,,,+61.400,+011.080,+0255.0,19730101,20240404
013840,99999,GARDERMOEN,NO,,ENGM,+60.194,+011.100,+0207.6,19400511,20240404
013850,99999,HAMER,NO,,,+60.817,+011.067,+0222.3,20061024,20240404
013860,99999,HAMAR II,NO,,,+60.800,+011.100,+0132.0,20090701,20240404
013870,99999,FAVANG,NO,,,+61.450,+010.183,+0200.0,20110929,20240404
013890,99999,RENA AP,NO,,,+61.183,+011.367,+0255.7,19730101,20240404
013920,99999,FLISA II,NO,,,+60.617,+012.017,+0185.0,20050218,20240404
013930,99999,DREVSJO,NO,,,+61.883,+012.033,+0673.5,19730101,20240404
013970,99999,TRYSIL VEGSTASJON,NO,,,+61.300,+012.267,+0361.4,19730101,20240404
014030,99999,UTSIRA FYR,NO,,,+59.300,+004.867,+0056.3,19280102,20240404
014033,99999,EKOFISK OIL PLTFRM,NO,,ENEK,+56.550,+003.250,+0048.8,19810506,20240404
014060,99999,SLATTEROY FYR,NO,,,+59.917,+005.067,+0016.0,19730101,20240404
014080,99999,KARMOY,NO,,ENHD,+59.345,+005.208,+0026.2,19840909,20240404
014110,99999,KVITSOY - NORDBO,NO,,,+59.067,+005.417,+0022.0,20050612,20240404
014120,99999,OBRESTAD,NO,,,+58.650,+005.567,+0026.0,19730101,20240404
014130,99999,SAERHEIM,NO,,,+58.750,+005.650,+0087.0,20110928,20240404
014140,99999,ROVER,NO,,,+59.433,+005.067,+0025.0,19890520,20240404
014150,99999,SOLA,NO,,ENZV,+58.877,+005.638,+0008.8,19400410,20240404
014160,99999,STAVANGER VAALAND,NO,,,+58.950,+005.733,+0072.0,20080724,20240404
014170,99999,NEDRE VATS,NO,,,+59.483,+005.750,+0065.0,19730103,20240404
014180,99999,AUSTEVOLL,NO,,,+60.017,+005.200,+0032.0,19730101,20240404
014190,99999,LIARVATN,NO,,,+59.050,+006.117,+0300.0,20100702,20240404
014220,99999,FISTER SIGMUNDSTAD,NO,,,+59.167,+006.033,+0025.0,20050101,20240404
014240,99999,SAUDA,NO,,,+59.650,+006.367,+0006.0,19730101,20240404
014250,99999,EIK HOVE,NO,,,+58.517,+006.517,+0066.0,19730101,20240404
014260,99999,EIGEROYA,NO,,,+58.433,+005.867,+0049.0,20040425,20240404
014270,99999,LISTA FYR,NO,,,+58.117,+006.567,+0014.0,19280101,20240404
014281,99999,ULA OIL PLATFORM,NO,,ENLA,+59.111,+002.846,+0094.0,20130806,20240404
014300,99999,MANDAL II,NO,,,+58.017,+007.450,+0138.0,19730101,20240404
014310,99999,SIRDAL-SINNES,NO,,,+58.933,+006.917,+0557.0,20070806,20240404
014340,99999,VAAGSLI,NO,,,+59.767,+007.367,+0822.0,20040406,20240404
014350,99999,HAUKELISETER TESTFELT,NO,,,+59.817,+007.217,+0989.5,19850111,20240404
014360,99999,LINDESNES FYR,NO,,,+57.983,+007.050,+0013.0,19730101,20240404
014390,99999,KONSMO-HOYLAND,NO,,,+58.250,+007.442,+0260.0,19730101,20240404
014400,99999,BLASJO,NO,,,+59.333,+006.867,+1104.6,19730101,20240404
014410,99999,HOVDEN-LUNDANE,NO,,,+59.583,+007.383,+0836.0,19830101,20240404
014420,99999,BYGLANDSFJORD,NO,,,+58.667,+007.800,+0211.0,19730101,20240404
014440,99999,VALLE,NO,,,+59.200,+007.517,+0302.0,20110926,20240404
014470,99999,HOYDALSMO II,NO,,,+59.500,+008.200,+0562.0,20061121,20240404
014480,99999,OKSOY FYR,NO,,,+58.067,+008.050,+0008.0,19490101,20240404
014490,99999,GJERSTAD,NO,,,+58.867,+009.033,+0032.0,20120105,20240404
014500,99999,MOSSTRAND II,NO,,,+59.833,+008.183,+0977.0,19730101,20240404
014520,99999,KJEVIK,NO,,ENCN,+58.204,+008.085,+0017.4,19400501,20240404
014530,99999,HYNNEKLEIV,NO,,,+58.600,+008.417,+0162.0,20120105,20240404
014550,99999,TVEITSUND,NO,,,+59.033,+008.517,+0252.0,19730101,20240404
014590,99999,NELAUG,NO,,,+58.650,+008.633,+0142.0,19730101,20240404
014600,99999,GULLHOLMEN,NO,,,+59.433,+010.583,+0014.0,20121102,20240404
014620,99999,PORSGRUNN,NO,,,+59.083,+009.667,+0090.0,20130729,20240404
014630,99999,AS,NO,,,+59.650,+010.767,+0089.0,20110929,20240403
014640,99999,LANDVIK,NO,,,+58.333,+008.517,+0006.0,20110928,20240404
014650,99999,TORUNGEN FYR,NO,,,+58.400,+008.783,+0015.0,19730101,20240404
014660,99999,KJELLER AP,NO,,,+59.967,+011.033,+0109.0,20110928,20240225
014670,99999,LYNGOR FYR,NO,,,+58.633,+009.150,+0005.0,19730101,20240404
014680,99999,KONGSVINGER,NO,,,+60.183,+012.000,+0148.0,20061003,20240404
014690,99999,HONEFOSS-HOYBY,NO,,,+60.167,+010.250,+0140.0,20050719,20240404
014700,99999,GVARV,NO,,,+59.383,+009.200,+0093.0,19730101,20240404
014703,99999,NOTODDEN,NO,,ENNO,+59.566,+009.212,+0019.2,19901019,20240404
014710,99999,VEGGLI II,NO,,,+60.050,+009.150,+0275.0,20061003,20240404
014730,99999,KONGSBERG BRANNSTASJON,NO,,,+59.617,+009.633,+0173.0,20040510,20240404
014760,99999,JOMFRULAND FYR,NO,,,+58.850,+009.550,+0005.0,19730101,20240404
014770,99999,KONNERUD,NO,,,+59.717,+010.150,+0193.0,19730101,20240404
014780,99999,SVENNER LH,NO,,,+58.967,+010.150,+0015.0,19730101,20240404
014800,99999,DRAMMEN BERSKOG,NO,,,+59.750,+010.133,+0008.0,20050218,20240404
014810,99999,MELSOM,NO,,,+59.233,+010.350,+0026.0,19740519,20240404
014820,99999,FERDER LH,NO,,,+59.033,+010.517,+0007.7,19310101,20240404
014825,99999,TORP,NO,,ENTO,+59.187,+010.259,+0087.2,20050101,20240404
014840,99999,AURSKOG,NO,,,+59.917,+011.583,+0128.0,19730101,20240404
014843,99999,OSEBERG,NO,,ENOA,+59.317,+010.450,+0015.0,19901019,20240404
014850,99999,DANDE-GALLEBERG,NO,,,+59.617,+010.217,+0060.0,20110928,20240404
014860,99999,ASKER,NO,,,+59.850,+010.433,+0163.0,20040510,20240404
014880,99999,HAKADAL,NO,,,+60.117,+010.833,+0170.0,19400407,20240404
014881,99999,STATFJORD B OIL PLATFORM,NO,,ENFB,+61.206,+001.829,+0142.0,20101123,20240404
014890,99999,BJORNHOLT,NO,,,+60.050,+010.683,+0360.0,20110928,20240403
014900,99999,TRYVANNSHOGDA,NO,,,+59.983,+010.683,+0528.0,19730101,20240404
014920,99999,OSLO-BLINDERN,NO,,,+59.950,+010.717,+0097.0,19730803,20240404
014930,99999,SARPSBORG,NO,,,+59.283,+011.117,+0057.0,20040510,20240404
014940,99999,RYGGE,NO,,ENRY,+59.379,+010.786,+0053.0,19730101,20240404
014950,99999,STROMTANGEN FYR,NO,,,+59.150,+010.833,+0010.0,20040406,20240404
020001,99999,LJUNGBYHED,SW,,ESTL,+56.083,+013.213,+0042.7,20040510,20240404
020130,99999,RITSEM,SW,,,+67.733,+017.467,+0542.7,20010601,20240404
020190,99999,KATTERJAKK A,SW,,,+68.417,+018.167,+0516.0,20081027,20240404
020240,99999,STORA SJOFALLET,SW,,,+67.500,+018.300,+0425.0,20010601,20240203
020290,99999,TARFALA,SW,,,+67.917,+018.600,+1146.0,20010601,20240202
020360,99999,NIKKALUOKTA,SW,,,+67.850,+019.033,+0468.0,19770701,20240202
020440,99999,KIRUNA,SW,,ESNQ,+67.822,+020.337,+0459.6,19770701,20240404
020490,99999,GALLIVARE,SW,,ESNG,+67.132,+020.815,+0313.0,19790803,20240404
020720,99999,PARKALOMPOLO,SW,,,+67.733,+022.833,+0313.0,20010601,20240220
020810,99999,KARESUANDO,SW,,,+68.450,+022.450,+0330.0,19550101,20240404
020950,99999,PAJALA,SW,,,+67.200,+023.383,+0171.0,19550101,20240318
021010,99999,HEMAVAN,SW,,ESUT,+65.806,+015.083,+0458.1,19730102,20240404
021190,99999,KVIKKJOKK ARRENJARKA,SW,,,+66.883,+018.017,+0320.0,19730101,20240320
021205,99999,STORUMAN,SW,,,+64.950,+017.700,+0279.0,20050419,20240129
021240,99999,ARJEPLOG,SW,,,+66.050,+017.833,+0432.0,19770405,20240104
021410,99999,TJAKAAPE,SW,,,+66.317,+019.217,+0582.0,19730101,20240324
021510,99999,JOKKMOKK FPL,SW,,,+66.483,+020.167,+0275.0,19730101,20240401
021540,99999,VIDSEL,SW,,ESPE,+65.875,+020.150,+0182.0,19770701,20240404
021710,99999,BODEN,SW,,,+65.817,+021.633,+0018.0,19790802,20240215
021730,99999,ALVSBYN,SW,,,+65.667,+021.067,+0043.0,20010701,20240104
021860,99999,KALLAX,SW,,ESPA,+65.544,+022.122,+0019.8,19770701,20240404
022100,99999,BLAHAMMAREN,SW,,,+63.183,+012.167,+1090.0,20100920,20240205
022190,99999,GADDEDE A,SW,,,+64.500,+014.217,+0550.0,20080301,20240307
022210,99999,KORSVATTNET,SW,,,+63.833,+013.500,+0717.0,19971201,20240306
022260,99999,OSTERSUND,SW,,ESNZ,+63.200,+014.500,+0376.0,19350101,20240404
022430,99999,JUNSELE,SW,,,+63.683,+016.950,+0214.0,19730101,20240319
022455,99999,LYCKSELE,SW,,ESNL,+64.548,+018.716,+0214.9,19980408,20240404
022590,99999,KRAMFORS SOLLEFTEA,SW,,ESNK,+63.049,+017.769,+0010.4,19770701,20240404
022670,99999,ORNSKOLDSVIK,SW,,ESNO,+63.408,+018.990,+0107.9,19790802,20240404
022690,99999,SKAGSUDDE,SW,,,+63.183,+019.017,+0011.0,19960801,20240312
022860,99999,UMEA,SW,,ESNU,+63.792,+020.283,+0007.3,19770701,20240404
022930,99999,SKELLEFTEA,SW,,ESNS,+64.625,+021.077,+0047.9,19790802,20240404
023070,99999,IDRE FJALL,SW,,,+61.883,+012.850,+0869.0,19730101,20240308
023550,99999,KUGGOREN,SW,,,+61.700,+017.533,+0010.0,19960801,20240310
023660,99999,SUNDSVALL HARNOSAND,SW,,ESNN,+62.528,+017.444,+0004.9,19770701,20240404
024180,99999,KARLSTAD,SW,,ESOK,+59.445,+013.337,+0107.3,19350101,20240404
024260,99999,GUSTAVSFORS,SW,,,+60.150,+013.800,+0188.0,20010701,20240215
024283,99999,OREBRO,SW,,ESOE,+59.224,+015.038,+0057.3,19910827,20240404
